,list-card-link href,list-card-addr,ADDRESS,city,state,Metro,zip,price,sq ft,acreage,pricesqft,list-card-label,list-card-label 2,list-card-variable-text,walkscore,description,LATITUDE,LONGITUDE,list-card-link src,list-card-save-content
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9921 Shangri La Dr, Beverly Hills, CA 90210"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9921 Shangri La Dr"",""addressLocality"":""Beverly Hills"",""addressRegion"":""CA"",""postalCode"":""90210""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.0996,""longitude"":-118.426881},""url"":""https://www.zillow.com/homedetails/9921-Shangri-La-Dr-Beverly-Hills-CA-90210/250218873_zpid/""}",https://www.zillow.com/homedetails/9921-Shangri-La-Dr-Beverly-Hills-CA-90210/250218873_zpid/,"9921 Shangri La Dr, Beverly Hills, CA 90210",9921 Shangri La Dr,Beverly Hills,CA,Los Angeles,90210,4000000,"18,731",0.43,$213.55,acres lot,Sold,Sold 04/01/2019,0,Car-Dependent,34.0996,-118.426881,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2545 Bowmont Dr, Beverly Hills, CA 90210"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,988""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2545 Bowmont Dr"",""addressLocality"":""Beverly Hills"",""addressRegion"":""CA"",""postalCode"":""90210""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.11568,""longitude"":-118.400666},""url"":""https://www.zillow.com/homedetails/2545-Bowmont-Dr-Beverly-Hills-CA-90210/20533980_zpid/""}",https://www.zillow.com/homedetails/2545-Bowmont-Dr-Beverly-Hills-CA-90210/20533980_zpid/,"2545 Bowmont Dr, Beverly Hills, CA 90210",2545 Bowmont Dr,Beverly Hills,CA,Los Angeles,90210,8700000,"57,499",1.32,$151.31,acres lot,Sold,Sold 06/08/2020,0,Car-Dependent,34.11568,-118.400666,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9 E 10th Rd, Broad Channel, NY 11693"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,204""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9 E 10th Rd"",""addressLocality"":""Broad Channel"",""addressRegion"":""NY"",""postalCode"":""11693""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.605925,""longitude"":-73.819068},""url"":""https://www.zillow.com/homedetails/9-E-10th-Rd-Broad-Channel-NY-11693/32219379_zpid/""}",https://www.zillow.com/homedetails/9-E-10th-Rd-Broad-Channel-NY-11693/32219379_zpid/,"9 E 10th Rd, Broad Channel, NY 11693",9 E 10th Rd,Broad Channel,NY,New York,11693,95000,"3,371",0.08,$28.18,sqft lot,,Sold 08/25/2020,46,Car-Dependent,40.605925,-73.819068,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""33 W 12th Rd, Broad Channel, NY 11693"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""697""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""33 W 12th Rd"",""addressLocality"":""Broad Channel"",""addressRegion"":""NY"",""postalCode"":""11693""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.604746,""longitude"":-73.821459},""url"":""https://www.zillow.com/homedetails/33-W-12th-Rd-Broad-Channel-NY-11693/32218853_zpid/""}",https://www.zillow.com/homedetails/33-W-12th-Rd-Broad-Channel-NY-11693/32218853_zpid/,"33 W 12th Rd, Broad Channel, NY 11693",33 W 12th Rd,Broad Channel,NY,New York,11693,245000,"4,800",0.11,$51.04,sqft lot,,Sold 07/31/2020,47,Car-Dependent,40.604746,-73.821459,https://photos.zillowstatic.com/fp/a7ad2888785a6a68c86968dce5db4de4-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Landon Dr, Bullhead City, AZ 86429"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Landon Dr"",""addressLocality"":""Bullhead City"",""addressRegion"":""AZ"",""postalCode"":""86429""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.752449,""longitude"":-104.997514},""url"":""https://www.zillow.com/homedetails/Landon-Dr-Bullhead-City-AZ-86429/191848327_zpid/""}",https://www.zillow.com/homedetails/Landon-Dr-Bullhead-City-AZ-86429/191848327_zpid/,"Landon Dr, Bullhead City, AZ 86429",Landon Dr,Bullhead City,AZ,Denver,86429,300000,"106,286",2.44,$2.82,acres lot,,Sold 10/19/2020,92,Walker's Paradise,39.752449,-104.997514,https://photos.zillowstatic.com/fp/8b54ffd149e883d909cfade6cb3d4de1-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6904 Eton Ave, Canoga Park, CA 91303"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""840""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6904 Eton Ave"",""addressLocality"":""Canoga Park"",""addressRegion"":""CA"",""postalCode"":""91303""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.195765,""longitude"":-118.5951},""url"":""https://www.zillow.com/homedetails/6904-Eton-Ave-Canoga-Park-CA-91303/19927766_zpid/""}",https://www.zillow.com/homedetails/6904-Eton-Ave-Canoga-Park-CA-91303/19927766_zpid/,"6904 Eton Ave, Canoga Park, CA 91303",6904 Eton Ave,Canoga Park,CA,Los Angeles,91303,1700000,"11,326",0.26,$150.10,acres lot,Sold,Sold 12/03/2019,71,Very Walkable,34.195765,-118.5951,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8309 Hillcroft Dr, Canoga Park, CA 91304"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8309 Hillcroft Dr"",""addressLocality"":""Canoga Park"",""addressRegion"":""CA"",""postalCode"":""91304""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.22374,""longitude"":-118.651151},""url"":""https://www.zillow.com/homedetails/8309-Hillcroft-Dr-Canoga-Park-CA-91304/250215952_zpid/""}",https://www.zillow.com/homedetails/8309-Hillcroft-Dr-Canoga-Park-CA-91304/250215952_zpid/,"8309 Hillcroft Dr, Canoga Park, CA 91304",8309 Hillcroft Dr,Canoga Park,CA,Los Angeles,91304,58000,"6,878",0.16,$8.43,sqft lot,Sold,Sold 03/01/2019,16,Car-Dependent,34.22374,-118.651151,https://photos.zillowstatic.com/fp/18e91ef4b6856462bafdad0cf8028c02-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8545 Hayvenhurst Ave, Castaic, CA 91343"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8545 Hayvenhurst Ave"",""addressLocality"":""Castaic"",""addressRegion"":""CA"",""postalCode"":""91343""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.2262,""longitude"":-118.494283},""url"":""https://www.zillow.com/homedetails/8545-Hayvenhurst-Ave-Castaic-CA-91343/302684555_zpid/""}",https://www.zillow.com/homedetails/8545-Hayvenhurst-Ave-Castaic-CA-91343/302684555_zpid/,"8545 Hayvenhurst Ave, Castaic, CA 91343",8545 Hayvenhurst Ave,Castaic,CA,Los Angeles,91343,75000,"437,342",10.04,$0.17,acres lot,Sold,Sold 08/06/2019,55,Somewhat Walkable,34.2262,-118.494283,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""22406 N Summit Ridge Cir, Chatsworth, CA 91311"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""22406 N Summit Ridge Cir"",""addressLocality"":""Chatsworth"",""addressRegion"":""CA"",""postalCode"":""91311""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.241476,""longitude"":-118.615335},""url"":""https://www.zillow.com/homedetails/22406-N-Summit-Ridge-Cir-Chatsworth-CA-91311/250218172_zpid/""}",https://www.zillow.com/homedetails/22406-N-Summit-Ridge-Cir-Chatsworth-CA-91311/250218172_zpid/,"22406 N Summit Ridge Cir, Chatsworth, CA 91311",22406 N Summit Ridge Cir,Chatsworth,CA,Los Angeles,91311,100000,"30,492",0.70,$3.28,acres lot,Sold,Sold 10/23/2018,14,Car-Dependent,34.241476,-118.615335,https://photos.zillowstatic.com/fp/c546130b0498f17cd035e5bb06a9e564-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""22570 S Summit Ridge Cir, Chatsworth, CA 91311"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""22570 S Summit Ridge Cir"",""addressLocality"":""Chatsworth"",""addressRegion"":""CA"",""postalCode"":""91311""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.23952,""longitude"":-118.619764},""url"":""https://www.zillow.com/homedetails/22570-S-Summit-Ridge-Cir-Chatsworth-CA-91311/250218174_zpid/""}",https://www.zillow.com/homedetails/22570-S-Summit-Ridge-Cir-Chatsworth-CA-91311/250218174_zpid/,"22570 S Summit Ridge Cir, Chatsworth, CA 91311",22570 S Summit Ridge Cir,Chatsworth,CA,Los Angeles,91311,200000,"76,230",1.75,$2.62,acres lot,Sold,Sold 08/10/2020,2,Car-Dependent,34.23952,-118.619764,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10801 Topanga Canyon Blvd, Chatsworth, CA 91311"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10801 Topanga Canyon Blvd"",""addressLocality"":""Chatsworth"",""addressRegion"":""CA"",""postalCode"":""91311""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.265824,""longitude"":-118.606644},""url"":""https://www.zillow.com/homedetails/10801-Topanga-Canyon-Blvd-Chatsworth-CA-91311/95624800_zpid/""}",https://www.zillow.com/homedetails/10801-Topanga-Canyon-Blvd-Chatsworth-CA-91311/95624800_zpid/,"10801 Topanga Canyon Blvd, Chatsworth, CA 91311",10801 Topanga Canyon Blvd,Chatsworth,CA,Los Angeles,91311,1080000,"80,586",1.85,$13.40,acres lot,Sold,Sold 02/06/2020,35,Car-Dependent,34.265824,-118.606644,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""22571 Summit Ridge Cir, Chatsworth, CA  "",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""22571 Summit Ridge Cir"",""addressLocality"":""Chatsworth"",""addressRegion"":""CA"",""postalCode"":"" ""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.24068,""longitude"":-118.619057},""url"":""https://www.zillow.com/homedetails/22571-Summit-Ridge-Cir-Chatsworth-CA/2081787626_zpid/""}",https://www.zillow.com/homedetails/22571-Summit-Ridge-Cir-Chatsworth-CA/2081787626_zpid/,"22571 Summit Ridge Cir, Chatsworth, CA",22571 Summit Ridge Cir,Chatsworth,CA,Los Angeles,,820000,"66,211",1.52,$12.38,acres lot,Sold,Sold 03/03/2020,4,Car-Dependent,34.24068,-118.619057,https://photos.zillowstatic.com/fp/0a662aa23da1f4a281f959c1c660a833-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""431 S Dearborn St, Chicago, IL 60605"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""431 S Dearborn St"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60605""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.875902,""longitude"":-87.62889},""url"":""https://www.zillow.com/homedetails/431-S-Dearborn-St-Chicago-IL-60605/158837680_zpid/""}",https://www.zillow.com/homedetails/431-S-Dearborn-St-Chicago-IL-60605/158837680_zpid/,"431 S Dearborn St, Chicago, IL 60605",431 S Dearborn St,Chicago,IL,Chicago,60605,321000,"1,282",0.03,$250.39,sqft lot,Sold,Sold 08/04/2020,98,Walker's Paradise,41.875902,-87.62889,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Fox Path, Edgefield, IL 60605"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Fox Path"",""addressLocality"":""Edgefield"",""addressRegion"":""IL"",""postalCode"":""60605""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.865977,""longitude"":-87.621251},""url"":""https://www.zillow.com/homedetails/Fox-Path-Edgefield-IL-60605/52192972_zpid/""}",https://www.zillow.com/homedetails/Fox-Path-Edgefield-IL-60605/52192972_zpid/,"Fox Path, Edgefield, IL 60605",Fox Path,Chicago,IL,Chicago,60605,378000,"88,862",2.04,$4.25,acres lot,Sold,Sold 04/21/2020,85,Very Walkable,41.865977,-87.621251,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1021 W Polk St, Chicago, IL 60607"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1021 W Polk St"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60607""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.871632,""longitude"":-87.652123},""url"":""https://www.zillow.com/homedetails/1021-W-Polk-St-Chicago-IL-60607/3874512_zpid/""}",https://www.zillow.com/homedetails/1021-W-Polk-St-Chicago-IL-60607/3874512_zpid/,"1021 W Polk St, Chicago, IL 60607",1021 W Polk St,Chicago,IL,Chicago,60607,1020000,"2,613",0.06,$390.36,sqft lot,Sold,Sold 03/31/2020,78,Very Walkable,41.871632,-87.652123,https://photos.zillowstatic.com/fp/c6822d03af64ebd90bfc1447dba605fa-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1050 W Monroe St, Chicago, IL 60607"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1050 W Monroe St"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60607""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.880526,""longitude"":-87.653339},""url"":""https://www.zillow.com/homedetails/1050-W-Monroe-St-Chicago-IL-60607/245563304_zpid/""}",https://www.zillow.com/homedetails/1050-W-Monroe-St-Chicago-IL-60607/245563304_zpid/,"1050 W Monroe St, Chicago, IL 60607",1050 W Monroe St,Chicago,IL,Chicago,60607,25800000,"3,450",0.08,"$7,478.26",sqft lot,Sold,Sold 03/10/2020,92,Walker's Paradise,41.880526,-87.653339,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""27 N Aberdeen St, Chicago, IL 60607"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""27 N Aberdeen St"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60607""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.882469,""longitude"":-87.654116},""url"":""https://www.zillow.com/homedetails/27-N-Aberdeen-St-Chicago-IL-60607/245563301_zpid/""}",https://www.zillow.com/homedetails/27-N-Aberdeen-St-Chicago-IL-60607/245563301_zpid/,"27 N Aberdeen St, Chicago, IL 60607",27 N Aberdeen St,Chicago,IL,Chicago,60607,25800000,"2,887",0.07,"$8,936.61",sqft lot,Sold,Sold 03/10/2020,97,Walker's Paradise,41.882469,-87.654116,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""33 S Aberdeen St, Chicago, IL 60607"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""33 S Aberdeen St"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60607""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.880638,""longitude"":-87.65441},""url"":""https://www.zillow.com/homedetails/33-S-Aberdeen-St-Chicago-IL-60607/158845318_zpid/""}",https://www.zillow.com/homedetails/33-S-Aberdeen-St-Chicago-IL-60607/158845318_zpid/,"33 S Aberdeen St, Chicago, IL 60607",33 S Aberdeen St,Chicago,IL,Chicago,60607,25800000,"5,175",0.12,"$4,985.51",sqft lot,Sold,Sold 03/10/2020,92,Walker's Paradise,41.880638,-87.65441,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""230 N Peoria St, Chicago, IL 60607"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""230 N Peoria St"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60607""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.886546,""longitude"":-87.650133},""url"":""https://www.zillow.com/homedetails/230-N-Peoria-St-Chicago-IL-60607/306329540_zpid/""}",https://www.zillow.com/homedetails/230-N-Peoria-St-Chicago-IL-60607/306329540_zpid/,"230 N Peoria St, Chicago, IL 60607",230 N Peoria St,Chicago,IL,Chicago,60607,86500000,"2,869",0.07,"$30,149.88",sqft lot,Sold,Sold 05/22/2020,99,Walker's Paradise,41.886546,-87.650133,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""232 N Peoria St, Chicago, IL 60607"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""232 N Peoria St"",""addressLocality"":""Chicago"",""addressRegion"":""IL"",""postalCode"":""60607""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.886619,""longitude"":-87.650141},""url"":""https://www.zillow.com/homedetails/232-N-Peoria-St-Chicago-IL-60607/306329541_zpid/""}",https://www.zillow.com/homedetails/232-N-Peoria-St-Chicago-IL-60607/306329541_zpid/,"232 N Peoria St, Chicago, IL 60607",232 N Peoria St,Chicago,IL,Chicago,60607,86500000,"2,500",0.06,"$34,600.00",sqft lot,Sold,Sold 05/22/2020,99,Walker's Paradise,41.886619,-87.650141,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
